mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6,mol_7,value_7,mol_8,value_8,mol_9,value_9,mol_10,value_10,mol_11,value_11,mol_12,value_12,mol_13,value_13,mol_14,value_14,mol_15,value_15,mol_16,value_16
NC(=O)C#CC=O,-7.5566020011901855,O=CC#CC(=O)F,-8.416913092136383,N=NC#CC(=O)F,-8.846706867218018,O=NC#C[C@@](=O)F,-9.362188963219523,O=NC#C[C@@](=O)F,-9.367946226149797,O=NC#C[C@@](=O)F,-9.373703489080071,O=NC#CC(=O)F,-9.379460752010345,O=NC#C[C@@](=O)F,-10.09857763722539,O=NC#C[C@@](=O)F,-10.104334900155663,O=NC#CC(=O)F,-10.110092163085938,O=C(F)C#CN=NF,-10.604984641075134,O=C(F)C#CN=N[F@@],-11.007565051317215,O=C(F)C#CN=N[F@@],-11.410145461559296,O=C(F)C#CN=N[F@@],-11.812725871801376,O=C(F)C#CN=N[F@@],-12.215306282043457,O=C(F)C#CN=N[F@@],-12.617886692285538,O=C(F)C#CN=N[F@@],-13.020467102527618
