label	mols	nonempty_topk	top1_mean	top1_median	trimmed_mean	actual_expansions_mean	ofo_calls_mean	shared_mols	win_count	loss_count	tie_count	win_rate	delta_mean	delta_median	trimmed_delta_mean	eval_json	reference_json
a0_rl_best_mean_budget50_pref50_vs_bc50_pref50	50	50	7.485632	3.037637	3.030243	341.860000	567.580000	50	12	38	0	0.240000	4.139275	-0.311635	-0.275300	/home/ubuntu/mol_opt/mol-ofo/mol_evo/output/astar_rl/lumo_eval_grid50_parallel_20260409_194105/rl_budget50_pref50.json	/home/ubuntu/mol_opt/mol-ofo/mol_evo/output/astar_rl/lumo_eval_grid50_parallel_20260409_194105/bc_budget50_pref50.json
