mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6,mol_7,value_7,mol_8,value_8,mol_9,value_9,mol_10,value_10,mol_11,value_11,mol_12,value_12,mol_13,value_13,mol_14,value_14,mol_15,value_15,mol_16,value_16,mol_17,value_17
CC#CC(C)(C)C,1.8585376739501955,C1C2C3C4[C@@H2]C12C43,4.83044920861721,C1C2C3C4[C@@H2]C12C43,4.548235431313515,C1C2C3C4[C@@H2]C12C43,4.266021654009819,C1C2C3C4[C@@H2]C12C43,3.9838078767061234,C1C2C3C4CC14C23,3.7015940994024277,C1CC23CC1C2C3,3.4642785489559174,CC1CC2(C)CC12,3.337751403450966,CCC1CC1(C)C,3.123684749007225,CCCC(C)(C)C,2.8372920900583267,CC#C[C@@](C)(C)C,1.8475879281759264,CC1C#CC(C)(C)C1,1.7182465977966788,CC#CC(C)(C)CN,1.692404165863991,CCC#CC(C)(C)C,1.6878015547990801,CC#CC(C)(C)CF,1.6853504180908205,CC#CC(C)(CC)CF,1.67469147592783,CC1(C)C#CCC1,1.6664812713861468,CC#[C@]C(C)(C)CN,1.6480567790567877
