mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6,mol_7,value_7,mol_8,value_8,mol_9,value_9,mol_10,value_10
COCCOC=O,-7.355237483978271,COCCOC(=O)F,-7.570156186819076,O=C(F)OCCOF,-8.39794859290123,O=C(F)OCOOF,-9.112722009420395,O=C(F)ONOOF,-9.152846731245518,O=C(F)ON(F)NOF,-9.829202063381672,O=C(F)ON(F)OOF,-10.255628861486912,O=C(F)ON(F)N(F)NF,-11.26061611622572,O=C(F)ON(F)N(F)OF,-11.49856997281313,O=C(F)ON(F)N(F)N(F)F,-14.052596382796764,O=C(F)ON(F)[N@](F)N(F)F,-14.876660995185375
