mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6,mol_7,value_7,mol_8,value_8,mol_9,value_9,mol_10,value_10,mol_11,value_11,mol_12,value_12,mol_13,value_13
CC#CC(C)(C)C,1.8585376739501955,C1C2C3C4CC14C23,3.701594039797783,C1CC23CC1C2C3,3.464278817176819,CC1CC2(C)CC12,3.337751269340515,CCC1CC1(C)C,3.123684510588646,CCCC(C)(C)C,2.8372918516397476,CC#C[C@](C)(C)C,1.8475880399346354,CC1C#CC(C)(C)C1,1.7182463221251967,CC#CC(C)(C)CN,1.692404165863991,CCC#CC(C)(C)C,1.687801316380501,CC#CC(C)(C)CF,1.6853504776954653,CC#CC(C)(CC)CF,1.6746912337839606,CC1(C)C#CCC1,1.6664812713861468,CC#CC(C)(C)[C@@H2]N,1.6480570100247862
