mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6
Oc1ncn[nH]1,0.6802846789360046,Oc1c[c@@H]c(O)[nH]1,2.3281224966049194,Oc1c[c@@H]c(O)[nH]1,2.256978064775467,Oc1c[c@@H]c(O)[nH]1,2.1858336329460144,Oc1ccc(O)[nH]1,2.114689201116562,Oc1ccc[nH]1,1.7785885035991669,Oc1ncc[nH]1,1.407082974910736
