mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6,mol_7,value_7,mol_8,value_8,mol_9,value_9,mol_10,value_10
NC(=O)C#CCO,-6.960672855377197,O=C1C#CC(O)=N1,-8.4608393907547,O=C1C#CC(OF)=N1,-9.585929870605469,O=[C@]1C#CC(OF)=N1,-9.818881407380104,O=[C@]1C#CC(OF)=N1,-10.05183294415474,O=[C@]1C#CC(OF)=N1,-10.284784480929375,O=[C@]1C#CC(OF)=N1,-10.51773601770401,O=[C@]1C#CC(OF)=N1,-10.750687554478645,O=[C@]1C#CC(OF)=N1,-10.98363909125328,O=[C@]1C#CC(OF)=N1,-11.216590628027916,O=[C@]1C#CC(OF)=N1,-11.449542164802551
