mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6,mol_7,value_7,mol_8,value_8
O=CCCCO,-6.8354997634887695,O=COCCO,-8.638989210128784,O=C1OCCO1,-9.38337516784668,O=C1OCOO1,-1068.5628185272217,O=C1OOC(O)O1,-41589.26203727722,O=C1OOC(O)(O)O1,-89638.65656852722,COC1(O)OOC(=O)O1,-160596.95344352722,[C@@H3]OC1(O)OOC(=O)O1,-231555.07063102722,[C@@H3]OC1(O)OOC(=O)O1,-302513.1878185272
