source_csv,error_message,calculation_time,homo,lumo,gap,drug_likeness,logP,smiles,type,predicted_value,group_id,improvement,morgan_similarity_to_start,ged_to_start,ged_similarity_to_start
OC1CCCC1_3d292126_topK.csv,,10.265986680984497,-6.9725240297971975,1.8559448018875337,8.82846883168473,0.46448993193719695,0.9213,OC1CCCC1,start,-7.077681541442871,OC1CCCC1_3d292126_topK.csv,,1.0,0.0,1.0
OC1CCCC1_3d292126_topK.csv,,13.855085611343384,-6.938754926433374,1.905717979659735,8.844472906093108,0.4841262728097495,1.1673,CC1CCC(O)C1,optimized_1,-6.9507994800806046,OC1CCCC1_3d292126_topK.csv,0.03376910336382366,0.3157894736842105,3.0,0.25
OC1CCCC1_3d292126_topK.csv,,12.399293899536133,-6.99646168235406,1.6791192269706932,8.675580909324752,0.4841262728097495,1.1673,CC1CCCC1O,optimized_2,-6.991597309708595,OC1CCCC1_3d292126_topK.csv,-0.023937652556862865,0.3157894736842105,3.0,0.25
OC1CCCC1_3d292126_topK.csv,,11.75586199760437,-7.444172307753599,-0.9415043092879839,6.502667998465615,0.4927743970001909,1.8300999999999998,FOC1CCCC1,optimized_3,-7.049236373975873,OC1CCCC1_3d292126_topK.csv,-0.4716482779564011,0.2777777777777778,3.0,0.25
OC1CCCC1_3d292126_topK.csv,,9.283457279205322,-6.972524029797454,1.8559448018885814,8.828468831686035,0.46448993193719695,0.9213,OC1CC[C@@H2]C1,optimized_4,-7.0557852778583765,OC1CCCC1_3d292126_topK.csv,-2.566835632933362e-13,1.0,0.0,1.0
OC1CCCC1_3d292126_topK.csv,,12.063282012939453,-7.0281093637940115,1.8253850920011352,8.853494455795147,0.48313077381861946,0.8693,OC1CCCC1F,optimized_5,-7.068798588588834,OC1CCCC1_3d292126_topK.csv,-0.05558533399681398,0.3157894736842105,3.0,0.25
OC1CCCC1_3d292126_topK.csv,,13.507831811904907,-7.014659108075989,1.6257263050519497,8.64038541312794,0.4863248839438126,1.3114,CC1(O)CCCC1,optimized_6,-7.069857025519013,OC1CCCC1_3d292126_topK.csv,-0.04213507827879148,0.15789473684210525,3.0,0.25
OC1CCCC1_3d292126_topK.csv,,14.163681268692017,-7.372307667897573,1.2726232104993367,8.64493087839691,0.43003680535720795,0.24129999999999996,OC1(O)CCCC1,optimized_7,-7.08251285739243,OC1CCCC1_3d292126_topK.csv,-0.3997836381003754,0.17647058823529413,3.0,0.25
OC1CCCC1_3d292126_topK.csv,,11.41369891166687,-7.039800129574859,1.693965680080473,8.733765809655333,0.48313077381861946,0.8693,OC1CCC(F)C1,optimized_8,-7.086495922878385,OC1CCCC1_3d292126_topK.csv,-0.06727609977766136,0.3157894736842105,3.0,0.25
OC1CCCC1_3d292126_topK.csv,,12.331792116165161,-7.247484944441459,2.158781214775049,9.406266159216509,0.48954136941940507,1.2185,OC1(F)CCCC1,optimized_9,-7.092850239947438,OC1CCCC1_3d292126_topK.csv,-0.27496091464426176,0.15789473684210525,3.0,0.25
OC1CCCC1_3d292126_topK.csv,,10.348923683166504,-6.955079252868402,1.92143723695391,8.876516489822313,0.513281356352027,1.1689,CCCCCO,optimized_10,-7.136149145662785,OC1CCCC1_3d292126_topK.csv,0.017444776928795314,0.047619047619047616,9.0,0.1
OC1CCCC1_3d292126_topK.csv,,8.246769666671753,-7.049481020866759,1.7890843654893027,8.838565386356063,0.536831757483578,1.1673,CCCC(C)O,optimized_11,-7.15245895832777,OC1CCCC1_3d292126_topK.csv,-0.07695699106956155,0.045454545454545456,9.0,0.1
OC1CCCC1_3d292126_topK.csv,,10.515628337860107,-7.0419581093991805,1.794947545382802,8.836905654781983,0.5368317574835781,1.1673,CCC(O)CC,optimized_12,-7.180500335991383,OC1CCCC1_3d292126_topK.csv,-0.069434079601983,0.05263157894736842,9.0,0.1
OC1CCCC1_3d292126_topK.csv,,13.347457647323608,-7.240650402334001,1.9714205906687114,9.212070993002712,0.5711762453551991,1.1169,CCCC(F)CO,optimized_13,-7.440114783123136,OC1CCCC1_3d292126_topK.csv,-0.2681263725368037,0.04,11.0,0.08333333333333333
OC1CCCC1_3d292126_topK.csv,,13.710240125656128,-7.594199252661518,-1.094110981825816,6.500088270835702,0.5147004808756619,1.7781,FOC1CCCC1F,optimized_14,-7.510202901437879,OC1CCCC1_3d292126_topK.csv,-0.6216752228643205,0.17391304347826086,6.0,0.14285714285714285
