mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6
Nc1ncn[nH]1,-6.171542167663574,Fc1ncn[nH]1,-9.055388927459717,Fc1nnn[nH]1,-10.677660942077637,Fc1nnn[n@@H]1,-11.054189592599869,Fc1nnn[n@@H]1,-11.4307182431221,Fc1nnn[n@@H]1,-11.807246893644333,Fc1nnn[n@@H]1,-12.183775544166565
