mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6,mol_7,value_7
CC(O)(C=O)C=O,-7.1184983253479,CC(O)(C=O)N=O,-8.67514944076538,CC(O)(N=O)N=O,-10.020199298858643,CC(F)(N=O)N=O,-11.292659878730774,O=NC(F)(F)[N@@]=O,-12.028316974639893,O=NC(F)(F)[N@@]=O,-12.315633893013,O=NC(F)(F)[N@@]=O,-12.602950811386108,O=NC(F)(F)N=O,-12.890267729759216
