mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6,mol_7,value_7,mol_8,value_8,mol_9,value_9,mol_10,value_10,mol_11,value_11,mol_12,value_12,mol_13,value_13,mol_14,value_14,mol_15,value_15
C#CC#CCC,-6.544338226318359,CCC#CC#N,-8.806438446044922,N#CC#CCF,-9.328248918056488,N#CC#CNF,-10.405983746051788,N#CC#CC(F)F,-10.471280634403229,N#CC#CN(F)F,-11.589953601360321,N#CC#CN(F)F,-11.644393622875214,N#CC#[C@]N(F)F,-12.232367873191833,N#CC#[C@]N(F)F,-12.286807894706726,N#CC#[C@]N(F)F,-12.874782145023346,N#CC#[C@]N(F)F,-12.929222166538239,N#CC#[C@]N(F)F,-13.517196416854858,N#CC#[C@]N(F)F,-13.571636438369751,N#CC#[C@]N(F)F,-14.15961068868637,N#CC#[C@]N(F)F,-14.802024960517883,N#CC#[C@]N(F)F,-15.444439232349396
