mol_start,value_start,mol_1,value_1,mol_2,value_2,mol_3,value_3,mol_4,value_4,mol_5,value_5,mol_6,value_6,mol_7,value_7,mol_8,value_8,mol_9,value_9,mol_10,value_10,mol_11,value_11,mol_12,value_12,mol_13,value_13,mol_14,value_14
C#CCCCC,-7.017816543579102,CCCCC#N,-10.264290571212769,N#CCCCF,-10.595689535140991,N#CC(F)CCF,-11.415388226509094,N#CC(F)(F)CCF,-12.754145622253418,N#CC(F)(F)CC(F)F,-13.695508599281311,N#CC(F)(F)CC(F)(F)F,-15.006627559661865,N#CC(F)(F)C(F)C(F)(F)F,-15.874058306217194,N#CC(F)(F)OC(F)(F)F,-15.900162994861603,N#CC(F)([F@@])OC(F)(F)F,-15.914025792852044,N#CC(F)([F@@])OC(F)(F)F,-15.927888590842485,N#CC(F)([F@@])OC(F)(F)F,-15.941751388832927,N#CC(F)(F)N(F)C(F)(F)F,-18.07637983560562,N#CC(F)(F)N(F)[C@@](F)(F)F,-19.8255712389946,N#CC(F)(F)N(F)[C@@](F)(F)F,-21.574762642383575
